pair_id,order,verdict,lp_A,lp_B,lp_C,prompt_tokens,ms
p0055,orig,B,-25.125000,0.000000,-21.500000,939,1543
p0055,swap,A,-0.000000,-17.000000,-14.750000,939,1549
p0056,orig,B,-9.000140,-0.000140,-11.000140,1161,1964
p0056,swap,A,-0.000915,-7.000915,-12.500916,1161,1930
p0057,orig,B,-16.250008,-0.000008,-11.750008,373,611
p0057,swap,A,-0.000000,-21.500000,-16.000000,373,581
p0058,orig,B,-13.250555,-0.000555,-7.500555,362,576
p0058,swap,A,-0.000001,-19.250000,-14.000001,362,566
p0059,orig,A,-0.000320,-8.250319,-9.750319,420,666
p0059,swap,B,-10.500028,-0.000028,-14.500028,420,666
p0060,orig,A,-0.002476,-6.002476,-14.252477,378,594
p0060,swap,B,-12.500004,-0.000004,-15.500004,378,584
p0061,orig,A,-0.000000,-19.875000,-16.250000,411,663
p0061,swap,B,-22.250000,0.000000,-18.750000,411,657
p0062,orig,B,-4.264170,-0.014170,-12.014170,409,688
p0062,swap,B,-16.750002,-0.000002,-13.000002,409,658
p0063,orig,A,-0.000001,-14.250001,-15.250001,442,689
p0063,swap,B,-21.000000,-0.000000,-16.500000,442,683
p0064,orig,A,-0.000018,-13.250018,-11.000018,561,919
p0064,swap,B,-17.750000,-0.000000,-16.500000,561,934
p0065,orig,B,-18.250000,0.000000,-20.000000,584,985
p0065,swap,A,-0.000000,-19.000000,-15.000000,584,959
p0066,orig,B,-8.750494,-0.000494,-8.000494,490,771
p0066,swap,A,-0.407606,-2.407606,-1.407606,490,770
p0067,orig,A,-0.000127,-12.500127,-9.000127,632,970
p0067,swap,B,-17.750000,0.000000,-18.500000,632,973
p0068,orig,A,-0.003027,-7.503027,-6.003027,553,901
p0068,swap,B,-14.250001,-0.000001,-15.250001,553,893
p0069,orig,B,-8.000338,-0.000337,-13.250338,889,1443
p0069,swap,A,-0.001174,-6.751174,-12.501174,889,1444
p0070,orig,A,-0.000001,-15.000001,-14.250001,1015,1660
p0070,swap,B,-15.750000,-0.000000,-18.750000,1015,1662
p0071,orig,B,-17.250000,0.000000,-18.750000,388,669
p0071,swap,A,-0.000006,-18.000006,-12.000006,388,643
p0072,orig,B,-14.750000,-0.000000,-15.750000,426,673
p0072,swap,A,-0.696510,-0.696510,-5.696510,426,668
p0073,orig,A,-0.000003,-21.625002,-12.750003,356,579
p0073,swap,B,-24.250000,0.000000,-22.625000,356,570
p0074,orig,A,-0.000123,-18.500124,-9.000123,366,585
p0074,swap,B,-25.375000,0.000000,-23.000000,366,578
p0075,orig,A,-0.001170,-15.751170,-6.751170,358,587
p0075,swap,B,-24.625000,0.000000,-22.500000,358,580
p0076,orig,B,-14.250001,-0.000001,-16.000000,631,1026
p0076,swap,A,-0.000000,-17.750000,-15.250000,631,997
p0077,orig,A,0.000000,-24.250000,-17.250000,441,694
p0077,swap,B,-25.375000,0.000000,-20.375000,441,685
p0078,orig,A,-0.000000,-19.750000,-15.500000,517,856
p0078,swap,B,-9.538114,-0.038113,-3.288114,517,853
p0079,orig,A,-0.000000,-20.375000,-16.500000,523,846
p0079,swap,B,-13.750029,-0.000029,-10.500029,523,876
p0080,orig,A,0.000000,-22.125000,-17.750000,494,793
p0080,swap,B,-17.500000,-0.000001,-14.000001,494,787
p0081,orig,A,-0.000002,-17.750002,-13.250002,410,676
p0081,swap,B,-23.125000,0.000000,-19.500000,410,661
p0082,orig,B,-18.000000,-0.000001,-14.000001,437,688
p0082,swap,A,-0.597503,-3.847503,-0.847503,437,677
p0083,orig,B,-18.750000,0.000000,-18.750000,312,512
p0083,swap,A,-0.000000,-21.750000,-15.250000,312,500
p0084,orig,B,-15.750000,-0.000000,-16.250000,322,562
p0084,swap,A,-0.000008,-19.750008,-11.750008,322,554
p0085,orig,A,-0.000002,-22.500002,-13.250002,351,580
p0085,swap,B,-22.125000,0.000000,-19.750000,351,575
p0086,orig,B,-0.836183,-0.586183,-4.586184,334,577
p0086,swap,B,-2.406429,-0.156428,-2.906429,334,566
p0087,orig,A,-0.000021,-18.500021,-10.750021,321,589
p0087,swap,B,-15.500000,-0.000000,-16.250000,321,566
p0088,orig,B,-21.750000,0.000000,-17.750000,293,506
p0088,swap,A,-0.000159,-16.250158,-8.750158,293,491
p0089,orig,B,-16.500004,-0.000004,-12.500004,309,515
p0089,swap,A,-0.000002,-14.000002,-13.500002,309,504
p0090,orig,B,-25.375000,0.000000,-21.875000,374,598
p0090,swap,A,-0.000003,-14.750003,-13.000003,374,592
p0091,orig,B,-12.250005,-0.000005,-21.375004,316,518
p0091,swap,B,-3.773573,-0.023573,-8.023573,316,508
p0092,orig,A,-0.387490,-1.387490,-2.637490,353,584
p0092,swap,C,-2.353082,-5.853082,-0.103082,353,581
p0093,orig,B,-22.750000,0.000000,-21.875000,397,661
p0093,swap,A,-0.000001,-15.250001,-15.000001,397,667
p0094,orig,B,-25.000000,0.000000,-21.625000,643,1100
p0094,swap,A,0.000000,-23.750000,-17.000000,643,1091
p0095,orig,B,-22.500000,0.000000,-20.250000,511,792
p0095,swap,A,-0.000001,-19.000002,-13.750001,511,774
p0096,orig,B,-24.750000,0.000000,-20.625000,563,920
p0096,swap,A,-0.000000,-21.625000,-16.500000,563,906
p0097,orig,B,-24.125000,0.000000,-21.375000,635,981
p0097,swap,A,0.000000,-21.375000,-17.500000,635,990
p0098,orig,A,0.000000,-20.875000,-21.500000,757,1285
p0098,swap,B,-26.375000,0.000000,-21.375000,757,1237
p0099,orig,A,-0.000001,-14.250001,-20.000000,625,1027
p0099,swap,B,-24.625000,0.000000,-20.625000,625,1019
p0100,orig,B,-3.107701,-0.107701,-2.857701,732,1194
p0100,swap,A,-0.257153,-1.507153,-5.257153,732,1201
p0101,orig,A,0.000000,-18.875000,-20.875000,677,1117
p0101,swap,B,-24.500000,0.000000,-19.625000,677,1109
p0102,orig,B,-24.000000,0.000000,-19.250000,749,1224
p0102,swap,A,0.000000,-18.000000,-21.375000,749,1225
p0103,orig,C,-10.523273,-3.773272,-0.023272,276,495
p0103,swap,C,-7.505784,-5.255784,-0.005784,276,467
p0104,orig,C,-11.325952,-0.825951,-0.575951,262,463
p0104,swap,B,-4.269324,-0.019324,-5.269324,262,453
p0105,orig,A,-0.078902,-11.328901,-2.578902,335,567
p0105,swap,B,-20.375000,0.000000,-17.250000,335,565
p0106,orig,C,-9.500074,-18.250074,-0.000075,257,477
p0106,swap,C,-9.500074,-18.250074,-0.000075,257,468
p0107,orig,A,-0.000001,-17.750000,-14.000001,270,478
p0107,swap,B,-20.500000,-0.000000,-15.750000,270,468
p0108,orig,B,-5.753273,-0.003273,-9.253274,773,1310
p0108,swap,A,-0.061970,-13.061970,-2.811970,773,1339
p0109,orig,B,-7.030635,-0.030635,-3.530635,442,732
p0109,swap,A,-0.004507,-7.754507,-5.504507,442,712
p0110,orig,B,-17.750002,-0.000001,-13.500001,505,801
p0110,swap,A,-0.000431,-14.000431,-7.750432,505,790
p0111,orig,B,-9.500083,-0.000083,-11.750083,773,1281
p0111,swap,B,-0.988610,-0.488610,-4.238610,773,1313
p0112,orig,A,-0.000002,-20.750002,-13.000002,360,605
p0112,swap,B,-22.125000,0.000000,-20.000000,360,572
p0113,orig,A,-0.000006,-17.250006,-12.000006,364,581
p0113,swap,B,-14.500000,-0.000000,-18.500000,364,577
p0114,orig,B,-18.750000,0.000000,-19.500000,380,605
p0114,swap,A,-0.000124,-15.500124,-9.000124,380,601
p0115,orig,B,-14.750000,-0.000000,-22.750000,298,514
p0115,swap,A,-0.000001,-14.000001,-18.750000,298,502
p0116,orig,B,-2.811969,-0.061969,-13.311970,264,477
p0116,swap,A,-0.000010,-11.500010,-19.250010,264,464
p0117,orig,A,-0.000002,-13.000002,-19.750002,297,506
p0117,swap,B,-10.500028,-0.000028,-21.750027,297,499
p0118,orig,A,-0.000000,-15.000000,-19.750000,311,522
p0118,swap,B,-10.750021,-0.000021,-19.625021,311,515
p0119,orig,C,-14.250001,-19.125000,-0.000001,263,478
p0119,swap,C,-14.250001,-19.125000,-0.000001,263,463
p0120,orig,B,-0.826028,-0.576028,-9.326029,277,490
p0120,swap,B,-5.255234,-0.005234,-18.005234,277,479
p0121,orig,B,-19.750000,0.000000,-19.750000,343,591
p0121,swap,A,-0.000300,-9.250299,-8.500299,343,593
p0122,orig,B,-22.750000,0.000000,-20.625000,284,494
p0122,swap,A,-0.000459,-9.000459,-8.000459,284,482
p0123,orig,B,-1.313666,-0.313666,-7.813666,397,656
p0123,swap,B,-3.529807,-0.029807,-9.779807,397,662
p0124,orig,B,-9.250124,-0.000124,-10.500124,315,530
p0124,swap,A,-0.113028,-2.363028,-4.363028,315,517
p0125,orig,C,-1.701450,-10.201450,-0.201450,294,507
p0125,swap,B,-19.250000,0.000000,-17.000000,294,497
p0126,orig,A,-0.004236,-5.504236,-8.754236,338,591
p0126,swap,B,-7.000957,-0.000957,-10.000957,338,582
p0127,orig,A,-0.313295,-10.313295,-1.313295,292,514
p0127,swap,B,-15.250001,-0.000001,-14.000001,292,504
p0128,orig,B,-17.250000,-0.000000,-16.500000,427,700
p0128,swap,A,-0.000159,-15.000158,-8.750158,427,697
p0129,orig,B,-21.625000,0.000000,-19.000000,641,1111
p0129,swap,A,-0.000928,-11.000928,-7.000928,641,1112
p0130,orig,B,-17.251503,-0.001502,-6.501503,410,697
p0130,swap,C,-2.371259,-3.871259,-0.121259,410,672
p0131,orig,A,-0.000015,-11.500015,-12.250015,445,719
p0131,swap,B,-15.500000,-0.000000,-19.250000,445,715
p0132,orig,A,-0.000002,-18.000002,-13.250002,430,711
p0132,swap,B,-19.125000,0.000000,-19.375000,430,681
p0133,orig,A,-0.000050,-12.250051,-10.000051,590,984
p0133,swap,B,-7.268847,-0.018847,-4.018847,590,980
p0134,orig,A,-0.000000,-21.625000,-15.000000,291,514
p0134,swap,B,-22.500002,-0.000002,-13.000002,291,485
p0135,orig,A,-0.000437,-12.000437,-7.750437,626,1028
p0135,swap,B,-18.500002,-0.000002,-13.000002,626,1028
p0136,orig,A,-0.000000,-24.750000,-15.000000,492,794
p0136,swap,B,-26.625000,0.000000,-21.875000,492,773
p0137,orig,A,-0.000017,-20.000017,-11.000016,827,1368
p0137,swap,B,-20.625000,0.000000,-18.250000,827,1395
p0138,orig,C,-4.018305,-8.768306,-0.018306,440,745
p0138,swap,A,-0.078959,-9.578959,-2.578959,440,695
p0139,orig,C,-3.288194,-8.788194,-0.038194,464,756
p0139,swap,C,-3.052473,-5.552473,-0.052473,464,754
p0140,orig,B,-22.250000,0.000000,-17.250000,369,629
p0140,swap,A,-0.000075,-18.000074,-9.500074,369,639
p0141,orig,B,-20.750000,0.000000,-16.750000,485,822
p0141,swap,A,-0.000096,-19.750095,-9.250096,485,838
p0142,orig,A,-0.002489,-11.252489,-6.002489,1257,2301
p0142,swap,B,-18.750021,-0.000021,-10.750021,1257,2195
p0143,orig,A,-0.576597,-0.826597,-7.326597,626,1066
p0143,swap,A,-0.000075,-11.000075,-9.750075,626,1029
p0144,orig,A,-0.001929,-19.376928,-6.251929,556,912
p0144,swap,B,-20.250000,0.000000,-17.000000,556,903
p0145,orig,A,-0.000971,-7.250971,-8.250971,1249,2163
p0145,swap,B,-17.500158,-0.000158,-8.750158,1249,2166
p0146,orig,B,-20.000000,0.000000,-18.500000,927,1576
p0146,swap,A,-0.000097,-14.000097,-9.250097,927,1579
p0147,orig,C,-2.811972,-12.311972,-0.061972,738,1264
p0147,swap,B,-14.250124,-0.000124,-9.000124,738,1224
p0148,orig,A,-0.000123,-20.625124,-9.000123,708,1200
p0148,swap,B,-23.000000,0.000000,-19.500000,708,1192
p0149,orig,A,-0.000158,-19.875158,-8.750158,483,816
p0149,swap,B,-24.500000,0.000000,-20.875000,483,764
p0150,orig,B,-16.500002,-0.000002,-13.000002,550,884
p0150,swap,A,-0.575939,-18.700939,-0.825939,550,924
p0151,orig,B,-22.000000,0.000000,-18.500000,554,920
p0151,swap,A,-0.000553,-21.875553,-7.500553,554,893
p0152,orig,C,-1.137163,-8.137163,-0.387163,758,1237
p0152,swap,B,-3.547373,-0.047373,-4.047373,758,1235
p0153,orig,A,-0.003178,-21.628178,-5.753178,552,909
p0153,swap,B,-16.000006,-0.000005,-12.250005,552,891
p0154,orig,B,-4.026610,-0.026610,-4.776610,522,873
p0154,swap,A,-0.474077,-17.599077,-0.974077,522,863
p0155,orig,B,-7.500649,-0.000649,-9.250649,469,783
p0155,swap,A,-0.014166,-12.764166,-4.264166,469,772
p0156,orig,A,-0.023280,-10.273280,-3.773280,277,495
p0156,swap,B,-22.500002,-0.000001,-13.500001,277,470
p0157,orig,A,-0.039898,-6.289898,-3.289898,857,1453
p0157,swap,B,-18.000000,-0.000000,-16.000000,857,1459
p0158,orig,A,-0.387353,-7.637353,-1.137353,611,1027
p0158,swap,B,-3.364096,-0.114096,-2.614096,611,1013
p0159,orig,A,-0.003179,-13.753179,-5.753179,662,1097
p0159,swap,B,-19.500000,-0.000001,-14.250001,662,1105
p0160,orig,B,-17.500002,-0.000001,-13.500001,466,784
p0160,swap,A,-0.000553,-18.875553,-7.500553,466,785
p0161,orig,B,-15.750000,-0.000000,-17.000000,376,614
p0161,swap,A,-0.577727,-6.327727,-0.827727,376,603
p0162,orig,A,-0.004079,-14.379079,-5.504079,483,768
p0162,swap,A,-0.001933,-12.251933,-6.251934,483,799
p0163,orig,A,-0.127553,-7.377553,-2.127553,673,1120
p0163,swap,C,-3.531209,-6.531209,-0.031209,673,1131
p0164,orig,A,-0.000058,-16.250059,-9.750058,551,898
p0164,swap,A,-0.003178,-16.628178,-5.753178,551,901
p0165,orig,A,-0.000096,-17.625095,-9.250096,583,982
p0165,swap,B,-5.269324,-0.019324,-4.269324,583,978
p0166,orig,A,-0.000692,-7.750692,-8.250691,421,698
p0166,swap,A,-0.001561,-9.751560,-6.501561,421,701
p0167,orig,C,-12.250005,-17.500004,-0.000005,286,487
p0167,swap,C,-12.250005,-17.500004,-0.000005,286,469
p0168,orig,B,-10.001974,-0.001974,-6.251974,392,646
p0168,swap,B,-4.511053,-0.011052,-12.261052,392,652
p0169,orig,A,-0.001561,-9.751560,-6.501561,421,726
p0169,swap,A,-0.000692,-7.750692,-8.250691,421,703
p0170,orig,A,-0.000013,-16.000013,-11.250013,597,1015
p0170,swap,B,-16.250013,-0.000013,-11.250013,597,1004
p0171,orig,A,-0.003336,-8.753336,-5.753335,548,909
p0171,swap,A,-0.000718,-11.750718,-7.250718,548,898
p0172,orig,A,-0.000035,-22.500036,-10.250035,410,679
p0172,swap,B,-16.000006,-0.000006,-12.000007,410,669
p0173,orig,A,-0.001170,-19.501171,-6.751170,456,762
p0173,swap,B,-16.500017,-0.000017,-11.000017,456,733
p0174,orig,A,-0.387099,-8.387099,-1.137099,555,894
p0174,swap,A,-0.694112,-6.944112,-0.694112,555,929
p0175,orig,B,-9.000676,-0.000676,-7.500676,433,730
p0175,swap,A,-0.000075,-21.500074,-9.500074,433,714
p0176,orig,B,-11.250058,-0.000058,-10.000058,402,669
p0176,swap,A,-0.000000,-16.750000,-15.750000,402,652
p0177,orig,C,-1.701413,-17.576414,-0.201413,278,484
p0177,swap,C,-1.136871,-16.511871,-0.386871,278,473
p0178,orig,A,-0.005494,-5.255494,-8.255494,464,750
p0178,swap,A,-0.030287,-3.530287,-7.530287,464,766
p0179,orig,B,-16.500004,-0.000004,-12.500004,371,635
p0179,swap,A,-0.000037,-13.250037,-10.250037,371,616
p0180,orig,B,-10.750021,-0.000021,-16.750021,597,988
p0180,swap,A,-0.000924,-11.250924,-7.000925,597,980
p0181,orig,B,-17.500000,0.000000,-20.250000,639,1064
p0181,swap,A,-0.000067,-10.750067,-10.000067,639,1044
p0182,orig,A,-0.038919,-3.288919,-7.038919,816,1366
p0182,swap,A,-0.000102,-9.250102,-12.000102,816,1343
p0183,orig,A,-0.079971,-2.579971,-6.829971,746,1240
p0183,swap,A,-0.008642,-4.758642,-10.508642,746,1209
p0184,orig,A,0.000000,-23.250000,-18.000000,579,993
p0184,swap,B,-25.250000,0.000000,-19.500000,579,983
p0185,orig,A,0.000000,-20.000000,-17.000000,425,699
p0185,swap,B,-20.375000,0.000000,-19.875000,425,693
p0186,orig,A,-0.008710,-4.758710,-9.258710,656,1078
p0186,swap,A,-0.000175,-8.750175,-11.000175,656,1081
p0187,orig,B,-0.899266,-0.649266,-2.649266,672,1102
p0187,swap,A,-0.006544,-5.506544,-6.006544,672,1097
p0188,orig,A,-0.000124,-10.500124,-9.250124,754,1223
p0188,swap,A,-0.257153,-1.507153,-5.257153,754,1243
p0189,orig,B,-17.500000,0.000000,-19.750000,930,1575
p0189,swap,A,-0.000000,-15.250000,-15.750000,930,1570
p0190,orig,B,-9.000123,-0.000123,-16.250124,905,1531
p0190,swap,A,-0.000005,-12.250005,-15.500005,905,1547
p0191,orig,A,0.000000,-21.750000,-19.000000,1424,2576
p0191,swap,B,-22.625000,0.000000,-22.500000,1424,2508
p0192,orig,B,-3.773262,-0.023262,-11.023262,999,1719
p0192,swap,A,-0.000007,-12.500008,-12.500008,999,1655
p0193,orig,A,0.000000,-20.125000,-17.750000,1518,2794
p0193,swap,B,-23.125000,0.000000,-21.250000,1518,2830
p0194,orig,A,-0.127959,-6.877959,-2.127959,732,1661
p0194,swap,A,-0.004081,-12.754082,-5.504081,732,1218
p0195,orig,B,-6.226056,-0.476056,-0.976056,861,1464
p0195,swap,C,-1.702991,-1.702991,-0.452991,861,1447
p0196,orig,A,-0.011048,-16.261047,-4.511048,737,1243
p0196,swap,B,-10.261083,-0.011083,-4.511083,737,1237
p0197,orig,A,-0.006811,-9.256811,-5.006811,468,778
p0197,swap,A,-0.100849,-7.350849,-2.350849,468,750
p0198,orig,B,-16.500000,-0.000000,-16.750000,876,1438
p0198,swap,A,-0.000271,-11.500272,-8.250272,876,1476
p0199,orig,B,-12.250015,-0.000015,-11.500015,868,1469
p0199,swap,A,-0.202990,-6.452991,-1.702990,868,1446
p0200,orig,A,0.000000,-23.375000,-18.250000,509,820
p0200,swap,B,-24.250000,0.000000,-20.375000,509,798
p0201,orig,A,0.000000,-21.750000,-16.750000,611,999
p0201,swap,B,-24.375000,0.000000,-20.500000,611,986
p0202,orig,B,-0.974345,-0.474345,-8.224345,1159,1992
p0202,swap,A,-0.134520,-4.884520,-2.134520,1159,2010
p0203,orig,A,-0.005391,-8.755391,-5.255391,1023,1717
p0203,swap,B,-20.125000,-0.000001,-14.250001,1023,1701
p0204,orig,B,-21.625000,0.000000,-19.875000,508,832
p0204,swap,A,-0.000263,-8.250263,-13.250263,508,806
p0205,orig,B,-8.250262,-0.000262,-14.000262,617,1015
p0205,swap,A,-0.001070,-8.751070,-7.001070,617,1001
p0206,orig,A,0.000000,-22.625000,-21.000000,420,685
p0206,swap,B,-21.125000,0.000000,-17.500000,420,662
p0207,orig,A,0.000000,-23.750000,-20.500000,459,748
p0207,swap,B,-21.000000,-0.000000,-16.000000,459,760
p0208,orig,A,-0.000001,-17.500002,-13.500001,924,1569
p0208,swap,B,-22.500000,0.000000,-21.125000,924,1569
p0209,orig,A,-0.000001,-14.750001,-15.250001,911,1534
p0209,swap,B,-22.000000,0.000000,-20.625000,911,1516
p0210,orig,B,-10.000957,-0.000957,-7.000957,714,1230
p0210,swap,C,-7.064117,-1.314117,-0.314117,714,1197
p0211,orig,B,-9.006838,-0.006838,-5.006838,648,1085
p0211,swap,A,-0.038047,-12.038048,-3.288047,648,1065
p0212,orig,A,-0.011122,-9.511122,-4.511122,345,582
p0212,swap,B,-11.250216,-0.000216,-8.500216,345,559
p0213,orig,A,-0.000001,-20.000000,-14.250001,556,879
p0213,swap,B,-21.875000,0.000000,-17.750000,556,920
p0214,orig,B,-14.250001,-0.000001,-16.750000,988,1754
p0214,swap,A,-0.201627,-8.451627,-1.701627,988,1689
p0215,orig,B,-11.251184,-0.001183,-6.751183,557,918
p0215,swap,C,-3.288052,-11.413053,-0.038052,557,891
p0216,orig,A,-0.008947,-4.758947,-8.008947,690,1138
p0216,swap,B,-11.000044,-0.000044,-10.500044,690,1123
p0217,orig,B,-8.000348,-0.000348,-11.250348,416,671
p0217,swap,A,-0.000010,-18.375010,-11.500010,416,647
p0218,orig,C,-16.750000,-21.750000,0.000000,416,653
p0218,swap,C,-16.750000,-21.750000,0.000000,416,662
p0219,orig,A,-0.000052,-10.250052,-11.000052,549,913
p0219,swap,B,-7.500570,-0.000570,-11.000569,549,908
p0220,orig,A,-0.000000,-18.875000,-14.500000,416,678
p0220,swap,A,-0.005255,-10.755255,-5.255255,416,657
p0221,orig,A,-0.000044,-10.500044,-11.000044,450,740
p0221,swap,B,-15.500000,-0.000000,-19.875000,450,742
p0222,orig,C,-2.812023,-9.812022,-0.062023,457,765
p0222,swap,C,-2.812023,-9.812022,-0.062023,457,767
