pair_id,order,verdict,lp_A,lp_B,lp_C,prompt_tokens,ms
p0022,orig,B,-1.7019,-0.2019,-8.0769,511,253
p0022,swap,A,-0.0500,-3.0500,-6.6750,511,178
p0023,orig,A,-0.2033,-1.7033,-6.4533,460,186
p0023,swap,A,-0.1294,-2.1294,-6.1294,460,171
p0024,orig,A,-0.2826,-1.4076,-6.7826,610,240
p0024,swap,A,-0.0705,-2.6955,-7.8205,610,226
p0025,orig,B,-2.0184,-0.1434,-7.7684,633,243
p0025,swap,A,-0.0115,-4.5115,-7.7615,633,229
p0026,orig,A,-0.0146,-4.2646,-8.1396,619,243
p0026,swap,A,-0.6941,-0.6941,-7.6941,619,227
p0027,orig,A,-0.1375,-2.2625,-3.7625,511,178
p0027,swap,B,-2.3520,-0.1020,-7.1020,511,178
p0028,orig,A,-0.1166,-2.2416,-5.7416,1323,544
p0028,swap,A,-0.1175,-2.2425,-5.4925,1323,526
p0029,orig,A,-0.1050,-2.3550,-5.4800,1198,475
p0029,swap,A,-0.1168,-2.2418,-5.7418,1198,463
p0030,orig,A,-0.0646,-2.8146,-6.1896,1292,524
p0030,swap,A,-0.1037,-2.3537,-5.8537,1292,511
p0031,orig,B,-1.2244,-0.3494,-8.0994,531,212
p0031,swap,A,-0.2538,-1.5038,-6.5038,531,197
p0032,orig,A,-0.4248,-1.1748,-3.2998,431,235
p0032,swap,B,-4.5112,-0.0112,-9.8862,431,160
p0033,orig,A,-0.1290,-2.1290,-6.2540,487,190
p0033,swap,B,-3.2883,-0.0383,-9.2883,487,176
p0034,orig,A,-0.2028,-1.7028,-6.8278,438,178
p0034,swap,B,-0.9746,-0.4746,-8.3496,438,162
p0035,orig,A,-0.1859,-1.9359,-3.6859,402,229
p0035,swap,B,-4.5113,-0.0113,-9.3863,402,157
p0036,orig,B,-4.0191,-0.0191,-7.5191,443,179
p0036,swap,A,-0.0512,-3.0512,-6.0512,443,163
p0037,orig,A,-0.4310,-1.0560,-6.3060,480,272
p0037,swap,B,-2.6965,-0.0715,-6.8215,480,174
p0038,orig,A,-0.6360,-0.7610,-6.5110,494,195
p0038,swap,A,-0.2097,-1.7097,-4.9597,494,176
p0039,orig,A,-0.0247,-3.8997,-5.5247,420,181
p0039,swap,B,-2.5794,-0.0794,-7.9544,420,159
p0040,orig,A,-0.0231,-3.8981,-6.1481,498,200
p0040,swap,B,-1.5033,-0.2533,-7.7533,498,178
p0041,orig,A,-0.5294,-0.9044,-5.1544,412,172
p0041,swap,B,-1.1393,-0.3893,-6.3893,412,157
p0042,orig,A,-0.2047,-1.7047,-6.2047,490,188
p0042,swap,A,-0.4313,-1.0563,-6.9313,490,176
p0043,orig,A,-0.5846,-0.8346,-4.8346,412,157
p0043,swap,B,-1.0557,-0.4307,-6.6807,412,157
p0044,orig,B,-2.6958,-0.0708,-8.0708,507,193
p0044,swap,A,-0.0118,-4.6368,-6.2618,507,178
p0045,orig,A,-0.0511,-3.0511,-6.1761,810,321
p0045,swap,A,-0.6352,-0.7602,-6.3852,810,299
p0046,orig,A,-0.2278,-1.6028,-6.3528,646,265
p0046,swap,A,-0.1817,-1.8067,-6.5567,646,246
p0047,orig,A,-0.2544,-1.5044,-6.2544,666,263
p0047,swap,A,-0.2544,-1.5044,-6.2544,666,250
p0048,orig,B,-1.1384,-0.3884,-6.6384,527,221
p0048,swap,A,-0.2609,-1.5109,-4.7609,527,196
p0049,orig,B,-2.0188,-0.1438,-7.2688,460,176
p0049,swap,B,-1.3241,-0.3241,-4.5741,460,172
p0050,orig,B,-3.0489,-0.0489,-9.1739,453,186
p0050,swap,B,-0.8294,-0.5794,-5.8294,453,173
p0051,orig,A,-0.6626,-0.7876,-3.5376,659,268
p0051,swap,B,-1.2255,-0.3505,-6.4755,659,248
p0052,orig,A,-0.1882,-1.8132,-4.8132,704,368
p0052,swap,B,-0.9765,-0.4765,-6.3515,704,254
p0053,orig,B,-2.1307,-0.1307,-5.6307,393,162
p0053,swap,A,-0.1505,-2.0255,-4.9005,393,155
p0054,orig,B,-0.9757,-0.4757,-6.9757,791,307
p0054,swap,A,-0.0152,-4.2652,-7.0152,791,294
p0055,orig,B,-1.5035,-0.2535,-7.1285,939,372
p0055,swap,A,-0.0077,-5.0077,-7.0077,939,353
p0056,orig,A,-0.2827,-1.4077,-6.7827,1161,468
p0056,swap,A,-0.0632,-2.8132,-6.8132,1161,450
p0057,orig,B,-1.9112,-0.1612,-7.0362,373,155
p0057,swap,A,-0.3146,-1.5646,-2.8146,373,141
p0058,orig,B,-1.8060,-0.1810,-7.0560,362,155
p0058,swap,A,-0.3420,-1.3420,-3.5920,362,140
p0059,orig,B,-2.9305,-0.0555,-8.1805,420,167
p0059,swap,A,-0.5769,-0.8269,-7.3269,420,160
p0060,orig,A,-0.3511,-1.2261,-6.1011,378,158
p0060,swap,B,-1.8054,-0.1804,-7.6804,378,141
p0061,orig,A,-0.3938,-1.1438,-5.0188,411,178
p0061,swap,B,-1.6012,-0.2262,-7.4762,411,157
p0062,orig,A,-0.2024,-1.7024,-7.2024,409,172
p0062,swap,B,-3.2885,-0.0385,-8.6635,409,157
p0063,orig,A,-0.2554,-1.5054,-5.7554,442,174
p0063,swap,B,-3.0493,-0.0493,-8.1743,442,163
p0064,orig,B,-2.1284,-0.1284,-6.7534,561,218
p0064,swap,A,-0.0519,-3.0519,-5.8019,561,204
p0065,orig,B,-3.1685,-0.0435,-8.2935,584,234
p0065,swap,A,-0.0043,-5.7543,-6.8793,584,221
p0066,orig,A,-0.4762,-0.9762,-6.2262,490,182
p0066,swap,A,-0.1155,-2.2405,-5.9905,490,176
p0067,orig,A,-0.0075,-5.1325,-6.5075,632,242
p0067,swap,B,-2.6954,-0.0704,-8.0704,632,228
p0068,orig,A,-0.0359,-3.4109,-6.1609,553,213
p0068,swap,B,-1.2245,-0.3495,-7.5995,553,201
p0069,orig,B,-0.7592,-0.6342,-6.8842,889,348
p0069,swap,A,-0.0506,-3.0506,-6.3006,889,332
p0070,orig,A,-0.1025,-2.3525,-6.2275,1015,391
p0070,swap,A,-0.1618,-1.9118,-6.6618,1015,378
p0071,orig,B,-0.8278,-0.5778,-6.4528,388,170
p0071,swap,A,-0.5775,-0.8275,-6.7025,388,155
p0072,orig,B,-2.4645,-0.0895,-7.9645,426,174
p0072,swap,A,-0.1457,-2.0207,-5.8957,426,160
p0073,orig,A,-0.6997,-0.6997,-5.0747,356,152
p0073,swap,B,-3.8960,-0.0210,-8.2710,356,139
p0074,orig,A,-0.2133,-1.7133,-4.4633,366,162
p0074,swap,B,-4.5113,-0.0113,-8.8863,366,140
p0075,orig,A,-0.3217,-1.3217,-4.8217,358,157
p0075,swap,B,-5.1312,-0.0062,-9.2562,358,139
p0076,orig,A,-0.0515,-3.0515,-5.9265,631,253
p0076,swap,B,-2.8132,-0.0632,-7.9382,631,229
p0077,orig,B,-1.7528,-0.2528,-3.0028,441,175
p0077,swap,B,-3.0493,-0.0493,-7.7993,441,162
p0078,orig,B,-1.3149,-0.3149,-6.5649,517,207
p0078,swap,B,-0.7602,-0.6352,-6.1352,517,195
p0079,orig,A,-0.1447,-2.0197,-6.2697,523,208
p0079,swap,B,-1.2255,-0.3505,-6.6005,523,195
p0080,orig,A,-0.1287,-2.1287,-6.3787,494,180
p0080,swap,B,-1.0555,-0.4305,-6.6805,494,176
p0081,orig,A,-0.4881,-1.1131,-2.8631,410,172
p0081,swap,B,-2.1282,-0.1282,-7.0032,410,158
p0082,orig,A,-0.6964,-0.6964,-5.8214,437,179
p0082,swap,A,-0.5980,-0.8480,-3.8480,437,163
p0083,orig,B,-1.1384,-0.3884,-6.7634,312,135
p0083,swap,B,-0.8280,-0.5780,-6.4530,312,120
p0084,orig,B,-2.8124,-0.0624,-8.5624,322,150
p0084,swap,A,-0.6957,-0.6957,-6.1957,322,134
p0085,orig,A,-0.2634,-1.5134,-4.5134,351,152
p0085,swap,B,-4.2645,-0.0145,-9.0145,351,139
p0086,orig,B,-0.7588,-0.6338,-8.2588,334,149
p0086,swap,A,-0.4748,-0.9748,-8.7248,334,135
p0087,orig,A,-0.5784,-0.8284,-6.2034,321,150
p0087,swap,B,-2.1276,-0.1276,-8.0026,321,134
p0088,orig,B,-2.9385,-0.0635,-4.8135,293,130
p0088,swap,B,-0.8515,-0.6015,-3.7265,293,117
p0089,orig,B,-4.8832,-0.0082,-7.8832,309,133
p0089,swap,A,-0.2541,-1.7541,-3.0041,309,121
p0090,orig,B,-5.5045,-0.0045,-8.5045,374,156
p0090,swap,A,-0.0466,-3.7966,-3.7966,374,141
p0091,orig,B,-4.0188,-0.0188,-7.8938,316,134
p0091,swap,A,-0.6124,-0.8624,-3.3624,316,120
p0092,orig,B,-0.8289,-0.5789,-7.9539,353,153
p0092,swap,A,-0.0907,-2.4657,-6.8407,353,139
p0093,orig,B,-2.1282,-0.1282,-7.6282,397,174
p0093,swap,A,-0.0387,-3.2887,-8.0387,397,155
p0094,orig,B,-3.4096,-0.0346,-7.7846,643,250
p0094,swap,A,-0.0207,-4.0207,-6.0207,643,246
p0095,orig,B,-1.8061,-0.1811,-7.0561,511,183
p0095,swap,A,-0.0970,-2.4720,-4.8470,511,178
p0096,orig,B,-3.0495,-0.0495,-7.9245,563,218
p0096,swap,A,-0.0170,-4.2670,-5.8920,563,204
p0097,orig,B,-2.6960,-0.0710,-8.0710,635,243
p0097,swap,A,-0.0660,-2.8160,-5.5660,635,228
p0098,orig,A,-0.1140,-2.3640,-4.3640,757,290
p0098,swap,B,-2.1293,-0.1293,-6.5043,757,273
p0099,orig,A,-0.2265,-1.7265,-3.7265,625,245
p0099,swap,B,-1.5046,-0.2546,-6.1296,625,227
p0100,orig,B,-0.7610,-0.6360,-6.0110,732,284
p0100,swap,A,-0.0865,-2.5865,-4.9615,732,267
p0101,orig,A,-0.1486,-2.1486,-3.8986,677,270
p0101,swap,B,-2.0203,-0.1453,-6.5203,677,253
p0102,orig,B,-1.4096,-0.2846,-5.9096,749,290
p0102,swap,A,-0.2128,-1.8378,-3.4628,749,275
p0103,orig,B,-2.4642,-0.0892,-10.0892,276,124
p0103,swap,A,-0.4744,-0.9744,-8.8494,276,110
p0104,orig,A,-0.3876,-1.1376,-7.3876,262,123
p0104,swap,B,-3.6515,-0.0265,-10.0265,262,107
p0105,orig,A,-0.1200,-2.2450,-4.9950,335,149
p0105,swap,B,-3.5304,-0.0304,-8.0304,335,135
p0106,orig,A,-0.0354,-5.5354,-4.5354,257,122
p0106,swap,A,-0.0354,-5.5354,-4.5354,257,106
p0107,orig,B,-3.6516,-0.0266,-9.0266,270,122
p0107,swap,A,-0.0808,-2.5808,-6.3308,270,107
p0108,orig,A,-0.4809,-0.9809,-5.1059,773,305
p0108,swap,A,-0.0225,-3.8975,-6.3975,773,294
p0109,orig,A,-0.1374,-2.2624,-3.7624,442,169
p0109,swap,A,-0.0850,-2.8350,-3.8350,442,163
p0110,orig,A,-0.0305,-3.9055,-4.6555,505,194
p0110,swap,B,-0.9073,-0.5323,-4.7823,505,182
p0111,orig,A,-0.1135,-2.4885,-3.7385,773,295
p0111,swap,A,-0.7054,-0.7054,-4.4554,773,296
p0112,orig,A,-0.0260,-4.1510,-4.6510,360,153
p0112,swap,B,-1.0655,-0.4405,-4.5655,360,140
p0113,orig,A,-0.0083,-4.8833,-8.3833,364,152
p0113,swap,B,-2.9310,-0.0560,-7.8060,364,140
p0114,orig,B,-3.8960,-0.0210,-8.7710,380,156
p0114,swap,A,-0.0117,-4.5117,-8.1367,380,141
p0115,orig,B,-4.6350,-0.0100,-8.7600,298,135
p0115,swap,A,-0.0203,-4.3953,-4.8953,298,118
p0116,orig,B,-1.7030,-0.2030,-6.5780,264,119
p0116,swap,A,-0.5800,-0.8300,-5.5800,264,107
p0117,orig,A,-0.0211,-4.2711,-5.0211,297,131
p0117,swap,B,-5.2554,-0.0054,-9.3804,297,117
p0118,orig,A,-0.1454,-2.0204,-6.0204,311,133
p0118,swap,B,-4.0185,-0.0185,-8.5185,311,121
p0119,orig,A,-0.0194,-6.6444,-5.3944,263,121
p0119,swap,A,-0.0194,-6.6444,-5.3944,263,107
p0120,orig,A,-0.0652,-2.8152,-5.8152,277,123
p0120,swap,B,-3.5302,-0.0302,-8.1552,277,111
p0121,orig,B,-3.5302,-0.0302,-8.4052,343,156
p0121,swap,A,-0.0065,-5.7565,-5.7565,343,138
p0122,orig,B,-3.8958,-0.0208,-8.8958,284,127
p0122,swap,A,-0.0437,-3.5437,-4.2937,284,111
p0123,orig,B,-1.5033,-0.2533,-6.8783,397,161
p0123,swap,B,-0.8280,-0.5780,-6.3280,397,156
p0124,orig,B,-1.5038,-0.2538,-6.5038,315,141
p0124,swap,A,-0.3877,-1.1377,-7.3877,315,121
p0125,orig,A,-0.2575,-1.5075,-5.2575,294,130
p0125,swap,B,-1.9110,-0.1610,-7.5360,294,118
p0126,orig,B,-1.7024,-0.2024,-7.3274,338,151
p0126,swap,A,-0.1011,-2.3511,-7.2261,338,137
p0127,orig,A,-0.2538,-1.5038,-6.3788,292,130
p0127,swap,B,-4.1415,-0.0165,-8.2665,292,118
p0128,orig,B,-1.9111,-0.1611,-7.4111,427,173
p0128,swap,A,-0.1656,-2.1656,-3.2906,427,162
p0129,orig,B,-3.6523,-0.0273,-7.4023,641,263
p0129,swap,A,-0.1110,-2.6110,-3.4860,641,248
p0130,orig,A,-0.3421,-1.4671,-2.8421,410,165
p0130,swap,A,-0.3991,-1.2741,-3.0241,410,158
p0131,orig,A,-0.0323,-3.5323,-6.2823,445,180
p0131,swap,B,-2.8130,-0.0630,-7.5630,445,164
p0132,orig,A,-0.0994,-2.4744,-4.5994,430,174
p0132,swap,B,-2.8130,-0.0630,-7.1880,430,161
p0133,orig,B,-2.0200,-0.1450,-6.5200,590,236
p0133,swap,A,-0.0109,-4.8859,-5.7609,590,225
p0134,orig,A,-0.1192,-2.6192,-3.2442,291,134
p0134,swap,B,-1.7075,-0.2075,-5.2075,291,117
p0135,orig,A,-0.6371,-0.7621,-5.5121,626,248
p0135,swap,A,-0.0974,-2.4724,-4.8474,626,232
p0136,orig,A,-0.1533,-2.7783,-2.5283,492,192
p0136,swap,B,-3.7735,-0.0235,-8.7735,492,180
p0137,orig,A,-0.0695,-2.8195,-4.9445,827,323
p0137,swap,A,-0.6956,-0.6956,-6.4456,827,311
p0138,orig,A,-0.0492,-3.0492,-8.1742,440,178
p0138,swap,B,-1.3146,-0.3146,-7.4396,440,164
p0139,orig,A,-0.6940,-0.6940,-8.1940,464,186
p0139,swap,B,-2.0182,-0.1432,-8.6432,464,174
p0140,orig,B,-2.8127,-0.0627,-7.4377,369,156
p0140,swap,A,-0.2759,-1.5259,-3.7759,369,141
p0141,orig,B,-3.0493,-0.0493,-7.5493,485,196
p0141,swap,A,-0.1490,-2.0240,-5.1490,485,179
p0142,orig,A,-0.3979,-1.1479,-4.5229,1257,529
p0142,swap,A,-0.3041,-1.4291,-3.8041,1257,494
p0143,orig,B,-2.3514,-0.1014,-8.6014,626,236
p0143,swap,A,-0.5249,-0.8999,-7.1499,626,232
p0144,orig,A,-0.0595,-3.0595,-4.5595,556,219
p0144,swap,B,-2.5801,-0.0801,-6.8301,556,203
p0145,orig,A,-0.4907,-0.9907,-4.1157,1249,509
p0145,swap,A,-0.2083,-1.8333,-3.5833,1249,492
p0146,orig,A,-0.5251,-0.9001,-6.5251,927,382
p0146,swap,A,-0.1505,-2.0255,-4.9005,927,352
p0147,orig,A,-0.0794,-2.7044,-4.7044,738,293
p0147,swap,B,-0.9782,-0.4782,-5.6032,738,274
p0148,orig,A,-0.0537,-3.1787,-4.5537,708,282
p0148,swap,B,-3.2885,-0.0385,-8.1635,708,267
p0149,orig,A,-0.0475,-3.1725,-5.4225,483,194
p0149,swap,B,-3.5300,-0.0300,-8.9050,483,177
p0150,orig,B,-3.2896,-0.0396,-6.9146,550,217
p0150,swap,A,-0.0310,-3.7810,-4.9060,550,201
p0151,orig,B,-2.6959,-0.0709,-7.1959,554,219
p0151,swap,A,-0.0593,-3.0593,-4.5593,554,202
p0152,orig,A,-0.1483,-2.0233,-5.2733,758,298
p0152,swap,A,-0.3590,-1.2340,-4.7340,758,276
p0153,orig,A,-0.0341,-3.6591,-4.9091,552,216
p0153,swap,B,-3.4106,-0.0356,-6.5356,552,201
p0154,orig,B,-2.2387,-0.1137,-7.4887,522,212
p0154,swap,A,-0.0491,-3.1741,-5.1741,522,196
p0155,orig,B,-3.6517,-0.0267,-8.1517,469,187
p0155,swap,A,-0.0151,-4.6401,-5.2651,469,174
p0156,orig,B,-0.8580,-0.6080,-3.4830,277,117
p0156,swap,A,-0.3601,-1.2351,-4.4851,277,111
p0157,orig,A,-0.2497,-1.6247,-3.7497,857,342
p0157,swap,B,-1.1429,-0.3929,-5.3929,857,323
p0158,orig,A,-0.4768,-0.9768,-6.4768,611,243
p0158,swap,A,-0.0930,-2.4680,-5.7180,611,226
p0159,orig,A,-0.0803,-2.5803,-6.9553,662,262
p0159,swap,A,-0.2538,-1.5038,-6.6288,662,248
p0160,orig,B,-3.0498,-0.0498,-6.9248,466,187
p0160,swap,A,-0.0435,-3.2935,-5.2935,466,174
p0161,orig,B,-4.5113,-0.0113,-9.3863,376,156
p0161,swap,A,-0.1815,-1.8065,-8.3065,376,141
p0162,orig,A,-0.0766,-2.7016,-5.0766,483,179
p0162,swap,A,-0.6408,-0.7658,-5.0158,483,176
p0163,orig,A,-0.2041,-1.7041,-6.3291,673,259
p0163,swap,A,-0.7001,-0.7001,-5.3251,673,253
p0164,orig,A,-0.0741,-2.6991,-5.5741,551,217
p0164,swap,A,-0.6372,-0.7622,-5.5122,551,201
p0165,orig,A,-0.1350,-2.1350,-4.8850,583,236
p0165,swap,B,-1.3143,-0.3143,-7.6893,583,221
p0166,orig,A,-0.4382,-1.0632,-4.6882,421,175
p0166,swap,A,-0.3997,-1.1497,-4.3997,421,160
p0167,orig,A,-0.0814,-5.3314,-3.2064,286,128
p0167,swap,A,-0.0814,-5.3314,-3.2064,286,111
p0168,orig,A,-0.0519,-3.3019,-4.3019,392,174
p0168,swap,B,-1.6078,-0.2328,-4.9828,392,155
p0169,orig,A,-0.3997,-1.1497,-4.3997,421,159
p0169,swap,A,-0.4382,-1.0632,-4.6882,421,159
p0170,orig,A,-0.5818,-0.8318,-5.2068,597,238
p0170,swap,A,-0.1505,-2.0255,-4.9005,597,223
p0171,orig,B,-2.4673,-0.0923,-9.2173,548,214
p0171,swap,A,-0.5261,-0.9011,-8.4011,548,200
p0172,orig,A,-0.0464,-3.4214,-4.4214,410,161
p0172,swap,B,-2.2404,-0.1154,-6.2404,410,157
p0173,orig,A,-0.0107,-4.7607,-6.5107,456,189
p0173,swap,B,-3.0496,-0.0496,-8.7996,456,171
p0174,orig,A,-0.2039,-1.7039,-6.7039,555,217
p0174,swap,A,-0.2268,-1.6018,-8.2268,555,202
p0175,orig,B,-1.1395,-0.3895,-6.2645,433,180
p0175,swap,A,-0.0325,-3.7825,-4.7825,433,163
p0176,orig,B,-2.5819,-0.0819,-5.9569,402,164
p0176,swap,A,-0.0985,-2.5985,-3.9735,402,157
p0177,orig,A,-0.3180,-1.3180,-5.5680,278,128
p0177,swap,A,-0.2655,-1.5155,-4.3905,278,110
p0178,orig,A,-0.0857,-2.5857,-5.0857,464,178
p0178,swap,A,-0.0747,-2.6997,-5.4497,464,172
p0179,orig,B,-2.5801,-0.0801,-6.9551,371,161
p0179,swap,A,-0.0804,-2.9554,-3.7054,371,141
p0180,orig,A,-0.4772,-0.9772,-6.1022,597,225
p0180,swap,A,-0.0230,-3.8980,-6.1480,597,223
p0181,orig,A,-0.3499,-1.2249,-7.0999,639,245
p0181,swap,A,-0.0439,-3.2939,-5.2939,639,229
p0182,orig,A,-0.1294,-2.1294,-6.2544,816,420
p0182,swap,A,-0.1859,-1.8109,-5.3109,816,301
p0183,orig,A,-0.1470,-2.0220,-5.6470,746,286
p0183,swap,A,-0.1200,-2.2450,-5.1200,746,272
p0184,orig,A,-0.0184,-4.7684,-4.6434,579,236
p0184,swap,B,-0.9757,-0.4757,-7.4757,579,221
p0185,orig,A,-0.0512,-3.0512,-6.0512,425,173
p0185,swap,B,-1.3149,-0.3149,-7.1899,425,159
p0186,orig,A,-0.5774,-0.8274,-7.2024,656,261
p0186,swap,A,-0.0210,-4.0210,-6.1460,656,246
p0187,orig,A,-0.3523,-1.2273,-6.4773,672,266
p0187,swap,A,-0.0589,-2.9339,-5.8089,672,248
p0188,orig,A,-0.0931,-2.4681,-5.7181,754,287
p0188,swap,A,-0.2052,-1.7052,-6.0802,754,273
p0189,orig,B,-0.8278,-0.5778,-7.0778,930,392
p0189,swap,A,-0.0937,-2.4687,-5.5937,930,352
p0190,orig,A,-0.1651,-1.9151,-5.6651,905,359
p0190,swap,A,-0.1859,-1.8109,-5.1859,905,343
p0191,orig,A,-0.0328,-3.7828,-4.6578,1424,690
p0191,swap,B,-1.6026,-0.2276,-6.3526,1424,566
p0192,orig,A,-0.1469,-2.0219,-5.8969,999,391
p0192,swap,A,-0.1481,-2.0231,-5.2731,999,376
p0193,orig,A,-0.0382,-3.5382,-4.7882,1518,787
p0193,swap,A,-0.6371,-0.7621,-5.5121,1518,607
p0194,orig,B,-1.9120,-0.1620,-7.2870,732,286
p0194,swap,A,-0.0308,-3.7808,-4.9058,732,267
p0195,orig,A,-0.1304,-2.1304,-5.7554,861,347
p0195,swap,A,-0.4773,-0.9773,-6.1023,861,324
p0196,orig,A,-0.0369,-3.4119,-5.7869,737,286
p0196,swap,B,-1.9115,-0.1615,-7.5365,737,271
p0197,orig,A,-0.0220,-3.8970,-6.6470,468,193
p0197,swap,B,-1.1378,-0.3878,-7.3878,468,174
p0198,orig,B,-1.3148,-0.3148,-6.6898,876,343
p0198,swap,A,-0.0168,-4.2668,-6.0168,876,326
p0199,orig,B,-1.1394,-0.3894,-6.3894,868,354
p0199,swap,A,-0.0330,-3.5330,-5.9080,868,325
p0200,orig,A,-0.1610,-2.1610,-3.4110,509,202
p0200,swap,B,-1.1398,-0.3898,-6.0148,509,178
p0201,orig,A,-0.1640,-2.4140,-2.7890,611,232
p0201,swap,B,-0.8271,-0.5771,-7.2021,611,226
p0202,orig,A,-0.0497,-3.0497,-7.0497,1159,480
p0202,swap,A,-0.1028,-2.3528,-6.2278,1159,451
p0203,orig,A,-0.4331,-1.0581,-5.6831,1023,392
p0203,swap,A,-0.1321,-2.1321,-5.3821,1023,379
p0204,orig,B,-1.0561,-0.4311,-6.9311,508,191
p0204,swap,A,-0.0149,-4.3899,-6.2649,508,178
p0205,orig,A,-0.1011,-2.3511,-7.8511,617,239
p0205,swap,A,-0.0352,-3.4102,-6.7852,617,226
p0206,orig,A,-0.0024,-6.8774,-6.7524,420,167
p0206,swap,A,-0.5252,-0.9002,-6.9002,420,159
p0207,orig,A,-0.0046,-5.8796,-6.5046,459,186
p0207,swap,A,-0.2838,-1.4088,-6.2838,459,172
p0208,orig,A,-0.1821,-1.8071,-6.3071,924,362
p0208,swap,A,-0.0732,-2.6982,-5.9482,924,347
p0209,orig,A,-0.0568,-2.9318,-6.4318,911,360
p0209,swap,A,-0.0808,-2.5808,-6.4558,911,343
p0210,orig,A,-0.2836,-1.4086,-6.5336,714,279
p0210,swap,A,-0.0057,-5.7557,-6.1307,714,265
p0211,orig,B,-0.9756,-0.4756,-7.3506,648,260
p0211,swap,A,-0.0127,-4.5127,-6.6377,648,246
p0212,orig,A,-0.1680,-1.9180,-4.9180,345,153
p0212,swap,A,-0.4767,-0.9767,-6.1017,345,139
p0213,orig,A,-0.0572,-3.0572,-4.8072,556,207
p0213,swap,B,-1.6020,-0.2270,-7.3520,556,201
p0214,orig,A,-0.1011,-2.3511,-7.4761,988,386
p0214,swap,A,-0.0809,-2.5809,-6.4559,988,371
p0215,orig,A,-0.3546,-1.2296,-5.2296,557,222
p0215,swap,A,-0.0473,-3.2973,-4.7973,557,203
p0216,orig,A,-0.0367,-3.4117,-5.9117,690,271
p0216,swap,A,-0.2840,-1.4090,-6.2840,690,257
p0217,orig,A,-0.4886,-1.3636,-2.8636,416,175
p0217,swap,A,-0.2437,-2.1187,-3.2437,416,157
p0218,orig,A,-0.4550,-2.8300,-1.7050,416,157
p0218,swap,A,-0.4550,-2.8300,-1.7050,416,157
p0219,orig,A,-0.1932,-1.9432,-4.0682,549,213
p0219,swap,A,-0.4533,-1.0783,-4.3283,549,200
p0220,orig,A,-0.1901,-2.4401,-3.6901,416,157
p0220,swap,A,-0.1850,-2.3100,-3.6850,416,157
p0221,orig,A,-0.5418,-0.9168,-4.0418,450,187
p0221,swap,A,-0.3231,-1.3231,-4.6981,450,172
p0222,orig,A,-0.3966,-2.6466,-1.3966,457,184
p0222,swap,A,-0.3966,-2.6466,-1.3966,457,172
p0223,orig,A,-0.0791,-2.7041,-4.7041,1392,575
p0223,swap,A,-0.1036,-2.6036,-3.7286,1392,546
