pair_id,order,verdict,lp_A,lp_B,lp_C,prompt_tokens,ms
p0099,orig,C,-8.2505,-8.2505,-0.0005,582,507
p0099,swap,C,-15.2500,-12.2500,-0.0000,582,507
p0100,orig,B,-2.3602,-0.1102,-4.6102,689,608
p0100,swap,A,-0.6035,-0.8535,-3.6035,689,605
p0103,orig,B,-5.0071,-0.0071,-7.7571,233,247
p0103,swap,B,-6.7512,-0.0012,-14.7512,233,216
p0104,orig,B,-4.0182,-0.0182,-13.8932,219,302
p0104,swap,B,-3.7734,-0.0234,-9.0234,219,204
p0108,orig,B,-4.7023,-0.7023,-0.7023,730,637
p0108,swap,A,-0.2413,-3.2413,-1.7413,730,622
p0110,orig,B,-4.9585,-0.2085,-1.7085,462,407
p0110,swap,C,-9.2501,-10.2501,-0.0001,462,385
p0111,orig,C,-1.4152,-1.4152,-0.6652,730,604
p0111,swap,C,-6.3282,-1.7032,-0.2032,730,715
p0112,orig,A,-0.0086,-13.1336,-4.7586,317,346
p0112,swap,C,-16.1252,-8.7502,-0.0002,317,305
p0113,orig,A,-0.0015,-6.5015,-10.5015,321,331
p0113,swap,B,-10.2520,-0.0020,-6.2520,321,299
p0114,orig,B,-9.2542,-0.0042,-5.5042,337,297
p0114,swap,A,-0.0233,-3.7733,-10.2733,337,281
p0117,orig,A,-0.2014,-1.7014,-13.4514,254,201
p0117,swap,A,-0.2521,-1.5021,-10.3771,254,190
p0118,orig,B,-2.3502,-0.1002,-10.7252,268,243
p0118,swap,A,-0.3136,-1.3136,-8.0636,268,226
p0120,orig,A,-0.1602,-1.9102,-14.6602,234,203
p0120,swap,A,-0.1269,-2.1269,-12.2519,234,186
p0122,orig,B,-9.3290,-0.0790,-2.5790,241,204
p0122,swap,A,-0.6041,-2.1041,-1.1041,241,191
p0123,orig,B,-0.8308,-0.5808,-5.3308,354,300
p0123,swap,B,-6.0025,-0.0025,-10.0025,354,294
p0124,orig,B,-0.8475,-0.5975,-3.8475,272,252
p0124,swap,B,-4.0188,-0.0188,-7.2688,272,237
p0125,orig,B,-0.9753,-0.7253,-1.9753,251,210
p0125,swap,B,-7.2739,-0.0239,-3.7739,251,199
p0126,orig,B,-3.1443,-0.1443,-2.3943,295,258
p0126,swap,B,-2.3580,-0.1080,-4.8580,295,247
p0130,orig,B,-14.2798,-0.0298,-3.5298,367,300
p0130,swap,C,-7.0012,-8.2512,-0.0012,367,289
p0132,orig,A,-0.0012,-14.8762,-6.7512,387,322
p0132,swap,B,-12.2500,-0.0000,-11.0000,387,312
p0133,orig,B,-8.0035,-0.0035,-5.7535,547,429
p0133,swap,B,-3.2024,-0.2024,-1.9524,547,422
p0137,orig,A,-0.0003,-10.5003,-8.2503,784,623
p0137,swap,B,-11.5000,-0.0000,-13.0000,784,634
p0138,orig,A,-0.0298,-3.7798,-5.0298,397,343
p0138,swap,B,-5.0092,-0.0092,-6.0092,397,324
p0142,orig,C,-7.5116,-4.5116,-0.0116,1214,990
p0142,swap,C,-8.2735,-3.7735,-0.0235,1214,980
p0143,orig,B,-6.7527,-0.0027,-6.5027,583,485
p0143,swap,B,-4.2751,-0.0251,-4.5251,583,465
p0145,orig,C,-9.2526,-6.0026,-0.0026,1206,960
p0145,swap,C,-8.3777,-6.0027,-0.0027,1206,967
p0146,orig,B,-7.2804,-0.0304,-3.5304,884,695
p0146,swap,A,-0.0838,-3.8338,-2.8338,884,684
p0150,orig,B,-8.7521,-0.0021,-6.2521,507,382
p0150,swap,C,-3.4827,-1.7327,-0.2327,507,371
p0152,orig,B,-4.5142,-0.0142,-5.7642,715,560
p0152,swap,B,-2.5837,-0.0837,-5.3337,715,549
p0153,orig,C,-4.7881,-3.5381,-0.0381,509,378
p0153,swap,B,-7.9373,-0.0623,-2.8123,509,370
p0156,orig,C,-3.6066,-2.6066,-0.1066,234,199
p0156,swap,B,-12.3260,-0.5760,-0.8260,234,191
p0158,orig,C,-5.6904,-2.8154,-0.0654,568,443
p0158,swap,C,-3.2954,-4.9204,-0.0454,568,436
p0161,orig,A,-0.0016,-7.7516,-6.7516,333,310
p0161,swap,B,-6.2524,-0.0024,-7.7524,333,279
p0168,orig,B,-3.5298,-0.0298,-11.7798,349,291
p0168,swap,C,-1.7105,-4.7105,-0.2105,349,279
p0170,orig,C,-5.2733,-4.0233,-0.0233,554,423
p0170,swap,B,-5.2733,-0.0233,-4.0233,554,428
p0171,orig,B,-2.1286,-0.3786,-1.6286,505,398
p0171,swap,B,-6.2539,-0.0039,-6.2539,505,398
p0174,orig,B,-2.8703,-0.1203,-2.8703,512,413
p0174,swap,B,-8.0792,-0.0792,-2.5792,512,406
p0178,orig,B,-5.5081,-0.0081,-5.5081,421,369
p0178,swap,A,-0.0118,-4.7618,-5.7618,421,358
p0182,orig,B,-5.0070,-0.0070,-8.2570,773,667
p0182,swap,A,-0.0392,-3.2892,-6.7892,773,658
p0186,orig,B,-9.7510,-0.0010,-7.0010,613,523
p0186,swap,A,-0.7334,-0.7334,-3.2334,613,509
p0187,orig,B,-9.5002,-0.0002,-8.7502,629,520
p0187,swap,B,-2.3630,-0.1130,-4.3630,629,510
p0188,orig,B,-5.2693,-0.0193,-4.2693,711,597
p0188,swap,B,-6.0028,-0.0028,-8.0028,711,590
p0189,orig,B,-8.7503,-0.0003,-8.7503,887,736
p0189,swap,A,-0.0460,-3.7960,-3.7960,887,714
p0190,orig,B,-7.5006,-0.0006,-9.5006,862,701
p0190,swap,B,-1.7130,-0.2130,-4.4630,862,684
p0191,orig,C,-2.1532,-3.6532,-0.1532,1381,1206
p0191,swap,B,-10.0006,-0.0006,-7.5006,1381,1172
p0192,orig,B,-6.5017,-0.0017,-8.5017,956,758
p0192,swap,B,-4.7611,-0.0111,-6.0111,956,756
p0193,orig,C,-5.0177,-4.5177,-0.0177,1475,1318
p0193,swap,B,-10.2642,-0.0142,-4.2642,1475,1265
p0194,orig,B,-9.5354,-0.1604,-1.9104,689,598
p0194,swap,A,-0.0144,-8.2644,-4.2644,689,568
p0195,orig,A,-0.0043,-6.7543,-5.7543,818,689
p0195,swap,B,-8.1006,-0.1006,-2.3506,818,680
p0196,orig,B,-3.0510,-0.3010,-1.5510,694,590
p0196,swap,B,-11.5041,-0.0041,-5.5041,694,582
p0203,orig,C,-3.1699,-2.1699,-0.1699,980,819
p0203,swap,B,-9.8120,-0.0620,-2.8120,980,784
p0205,orig,B,-9.0001,-0.0001,-12.8751,574,455
p0205,swap,B,-2.8158,-0.0658,-5.5658,574,443
p0208,orig,C,-11.7500,-13.1250,-0.0000,881,701
p0208,swap,B,-11.7733,-0.0233,-3.7733,881,689
p0209,orig,C,-12.7500,-14.5000,-0.0000,868,689
p0209,swap,B,-10.8759,-0.0009,-7.0009,868,680
p0214,orig,B,-6.5017,-0.0017,-8.7517,945,748
p0214,swap,B,-0.8613,-0.6113,-3.3613,945,742
p0215,orig,C,-8.1605,-1.9105,-0.1605,514,420
p0215,swap,C,-9.0005,-8.3755,-0.0005,514,405
p0219,orig,B,-3.2631,-0.5131,-1.0131,506,382
p0219,swap,C,-4.5487,-3.2987,-0.0487,506,384
p0221,orig,C,-0.9743,-8.2243,-0.4743,407,350
p0221,swap,B,-7.8263,-0.5763,-0.8263,407,329
p0223,orig,C,-4.3266,-1.3266,-0.3266,1349,1227
p0223,swap,C,-7.5386,-3.2886,-0.0386,1349,1243
p0226,orig,B,-1.3147,-0.5647,-1.8147,701,595
p0226,swap,B,-2.1829,-0.4329,-1.4329,701,568
p0228,orig,C,-12.0020,-1.5020,-0.2520,444,365
p0228,swap,A,-0.0004,-9.7504,-8.0004,444,352
p0229,orig,A,-0.0794,-2.5794,-7.5794,455,375
p0229,swap,A,-0.3156,-1.3156,-6.0656,455,364
p0232,orig,B,-3.5298,-0.0298,-9.7798,622,503
p0232,swap,C,-3.5046,-1.0046,-0.5046,622,486
p0233,orig,B,-3.5298,-0.0298,-9.7798,622,487
p0233,swap,C,-3.5046,-1.0046,-0.5046,622,490
p0240,orig,A,-0.0632,-6.6882,-2.8132,506,384
p0240,swap,A,-0.6987,-5.1987,-0.6987,506,396
p0244,orig,C,-2.1699,-3.1699,-0.1699,730,612
p0244,swap,B,-6.5395,-0.0395,-3.2895,730,612
p0247,orig,C,-8.0007,-8.0007,-0.0007,1173,1060
p0247,swap,C,-5.2889,-3.4139,-0.0389,1173,1091
p0248,orig,C,-5.7539,-8.2539,-0.0039,1306,1352
p0248,swap,B,-6.5023,-0.0023,-7.2523,1306,1216
p0249,orig,C,-4.0197,-6.5197,-0.0197,1217,1150
p0249,swap,B,-2.4197,-0.6697,-0.9197,1217,1091
p0250,orig,C,-7.8987,-3.7737,-0.0237,896,767
p0250,swap,A,-0.1443,-2.3943,-3.1443,896,791
p0253,orig,C,-6.7517,-7.5017,-0.0017,1226,1117
p0253,swap,B,-3.8986,-0.1486,-2.1486,1226,1082
p0259,orig,B,-7.0010,-0.0010,-10.0010,770,735
p0259,swap,A,-0.5808,-0.8308,-5.3308,770,740
p0276,orig,B,-4.7586,-0.0086,-11.2586,698,633
p0276,swap,A,-0.0012,-7.0012,-8.2512,698,600
p0277,orig,C,-7.0015,-7.5015,-0.0015,1290,1169
p0277,swap,B,-6.3520,-0.1020,-2.3520,1290,1146
p0278,orig,B,-1.5060,-0.2560,-5.5060,773,675
p0278,swap,A,-0.0504,-3.0504,-6.3004,773,693
p0281,orig,C,-4.3017,-3.3017,-0.0517,1173,1048
p0281,swap,C,-10.2252,-2.3502,-0.1002,1173,989
p0284,orig,C,-6.2661,-4.2661,-0.0161,1414,1341
p0284,swap,C,-11.3502,-2.3502,-0.1002,1414,1432
p0285,orig,B,-1.7163,-0.2163,-4.2163,966,883
p0285,swap,B,-2.3666,-0.1166,-4.1166,966,854
p0286,orig,C,-11.7520,-2.1270,-0.1270,1453,1305
p0286,swap,C,-4.3630,-2.3630,-0.1130,1453,1295
p0295,orig,C,-11.3751,-10.1251,-0.0001,1331,1208
p0295,swap,C,-11.6269,-6.2519,-0.0019,1331,1172
p0296,orig,C,-11.7501,-9.2501,-0.0001,1520,1479
p0296,swap,B,-9.7520,-0.2520,-1.5020,1520,1420
p0300,orig,C,-7.7506,-9.0006,-0.0006,492,609
p0300,swap,C,-10.0012,-6.7512,-0.0012,492,586
p0302,orig,A,-0.4748,-1.2248,-2.4748,642,749
p0302,swap,B,-7.5007,-0.0007,-9.0007,642,707
p0304,orig,B,-10.0001,-0.0001,-10.0001,696,825
p0304,swap,A,-0.0196,-6.5196,-4.0196,696,728
p0305,orig,C,-15.6250,-10.1250,-0.0000,1482,1753
p0305,swap,C,-12.5012,-6.7512,-0.0012,1482,1454
p0306,orig,C,-10.6275,-6.0025,-0.0025,1570,1668
p0306,swap,C,-16.0009,-7.0009,-0.0009,1570,1607
p0314,orig,B,-4.0233,-0.0233,-5.2733,1251,1233
p0314,swap,B,-1.3236,-0.3236,-4.5736,1251,1267
p0318,orig,C,-6.8780,-2.1280,-0.1280,1313,1554
p0318,swap,B,-8.0994,-0.4744,-0.9744,1313,1328
p0319,orig,B,-4.2781,-0.0281,-4.2781,1673,1789
p0319,swap,B,-2.9411,-0.4411,-1.1911,1673,1617
p0323,orig,B,-11.5000,-0.0000,-12.2500,670,612
p0323,swap,C,-6.0092,-5.0092,-0.0092,670,590
p0324,orig,B,-3.5316,-0.2816,-1.5316,829,716
p0324,swap,B,-4.6696,-0.1696,-1.9196,829,712
p0326,orig,B,-6.5017,-0.0017,-8.5017,715,629
p0326,swap,C,-3.3017,-4.3017,-0.0517,715,607
p0328,orig,A,-0.0360,-4.0360,-4.0360,779,665
p0328,swap,B,-3.7764,-0.0264,-5.7764,779,668
p0332,orig,C,-2.3713,-3.8713,-0.1213,577,550
p0332,swap,B,-8.0008,-0.0008,-7.7508,577,525
p0333,orig,C,-2.1328,-5.1328,-0.1328,524,460
p0333,swap,C,-5.7273,-0.9773,-0.4773,524,441
p0334,orig,C,-2.6493,-0.8993,-0.6493,566,485
p0334,swap,A,-0.6651,-1.4151,-1.4151,566,471
p0335,orig,C,-7.2574,-5.0074,-0.0074,533,458
p0335,swap,C,-2.5818,-5.8318,-0.0818,533,443
p0339,orig,B,-0.9441,-0.6941,-2.1941,736,607
p0339,swap,B,-1.0768,-0.5768,-2.3268,736,590
p0344,orig,B,-3.6064,-0.1064,-2.6064,987,897
p0344,swap,A,-0.1817,-2.9317,-2.1817,987,877
p0345,orig,C,-1.0239,-3.0239,-0.5239,784,651
p0345,swap,B,-1.5399,-0.2899,-3.2899,784,677
p0346,orig,B,-5.2577,-0.0077,-6.0077,956,844
p0346,swap,A,-0.6099,-1.6099,-1.3599,956,839
p0348,orig,A,-0.8693,-1.1193,-1.3693,1107,1016
p0348,swap,C,-4.2821,-4.0321,-0.0321,1107,999
