pair_id,order,verdict,lp_A,lp_B,lp_C,prompt_tokens,ms
p0039,swap,A,-0.2738,-1.5238,-3.8988,420,62
p0040,orig,A,-0.3800,-1.5050,-2.3800,498,83
p0040,swap,A,-0.2791,-1.5291,-3.6541,498,71
p0041,orig,A,-0.3570,-2.1070,-1.7320,412,75
p0041,swap,A,-0.3597,-1.4847,-2.6097,412,62
p0042,orig,A,-0.4348,-1.4348,-2.1848,490,82
p0042,swap,A,-0.3535,-1.6035,-2.3535,490,69
p0043,orig,A,-0.3802,-2.1302,-1.6302,412,62
p0043,swap,A,-0.3321,-1.5821,-2.5821,412,61
p0044,orig,A,-0.5660,-1.8160,-1.3160,507,86
p0044,swap,A,-0.4837,-1.8587,-1.4837,507,71
p0045,orig,A,-0.3511,-1.9761,-1.8511,810,140
p0045,swap,A,-0.2985,-2.0485,-2.0485,810,127
p0046,orig,A,-0.4837,-1.8587,-1.4837,646,110
p0046,swap,A,-0.4836,-1.8586,-1.4836,646,97
p0047,orig,A,-0.5521,-1.5521,-1.5521,666,113
p0047,swap,A,-0.5799,-1.5799,-1.4549,666,99
p0048,orig,A,-0.5343,-1.7843,-1.4093,527,89
p0048,swap,A,-0.3800,-1.6300,-2.1300,527,76
p0049,orig,A,-0.5544,-1.5544,-1.5544,460,79
p0049,swap,A,-0.5694,-1.8194,-1.3194,460,68
p0050,orig,A,-0.5590,-1.6840,-1.4340,453,82
p0050,swap,A,-0.5602,-1.6852,-1.4352,453,68
p0051,orig,A,-0.8576,-1.6076,-0.9826,659,110
p0051,swap,A,-0.8133,-1.8133,-0.9383,659,99
p0052,orig,A,-0.8573,-1.6073,-0.9823,704,311
p0052,swap,C,-1.0382,-1.6632,-0.7882,704,102
p0053,orig,C,-0.9951,-1.8701,-0.7451,393,66
p0053,swap,A,-0.7881,-1.6631,-1.0381,393,59
p0054,orig,A,-0.5265,-1.6515,-1.5265,791,139
p0054,swap,A,-0.4479,-1.4479,-2.0729,791,124
p0055,orig,A,-0.4775,-1.6025,-1.7275,939,170
p0055,swap,A,-0.5037,-1.5037,-1.7537,939,151
p0056,orig,A,-0.2947,-1.7947,-2.4197,1161,217
p0056,swap,A,-0.3508,-1.8508,-1.9758,1161,200
p0057,orig,A,-0.3689,-1.4939,-2.4939,373,72
p0057,swap,A,-0.3340,-1.9590,-1.9590,373,56
p0058,orig,A,-0.6098,-1.4848,-1.4848,362,68
p0058,swap,A,-0.4803,-1.7303,-1.6053,362,56
p0059,orig,A,-0.4567,-1.5817,-1.8317,420,68
p0059,swap,A,-0.4336,-1.4336,-2.1836,420,63
p0060,orig,A,-0.3734,-1.7484,-1.9984,378,72
p0060,swap,A,-0.3796,-1.5046,-2.3796,378,57
p0061,orig,A,-0.5051,-1.5051,-1.7551,411,79
p0061,swap,A,-0.4757,-1.2257,-2.4757,411,61
p0062,orig,A,-0.5809,-1.4559,-1.5809,409,80
p0062,swap,A,-0.6108,-1.3608,-1.6108,409,62
p0063,orig,A,-0.7060,-1.2060,-1.5810,442,82
p0063,swap,A,-0.6813,-1.1813,-1.6813,442,64
p0064,orig,A,-0.4990,-1.2490,-2.2490,561,98
p0064,swap,A,-0.5289,-1.2789,-2.0289,561,81
p0065,orig,A,-0.6367,-1.3867,-1.5117,584,112
p0065,swap,A,-0.5557,-1.4307,-1.6807,584,87
p0066,orig,A,-0.9140,-1.4140,-1.0390,490,76
p0066,swap,A,-0.7348,-1.4848,-1.2348,490,70
p0067,orig,A,-0.5869,-1.3369,-1.7119,632,110
p0067,swap,A,-0.6004,-1.2254,-1.8504,632,93
p0068,orig,A,-0.7293,-1.3543,-1.3543,553,92
p0068,swap,A,-0.9464,-1.3214,-1.0714,553,79
p0069,orig,A,-0.6673,-1.4173,-1.4173,889,161
p0069,swap,A,-0.6217,-1.1217,-1.9967,889,142
p0070,orig,A,-0.6370,-1.5120,-1.3870,1015,186
p0070,swap,A,-0.5270,-1.6520,-1.5270,1015,164
p0071,orig,A,-0.6391,-1.5141,-1.3891,388,73
p0071,swap,A,-0.4552,-1.7052,-1.7052,388,59
p0072,orig,A,-0.5293,-1.6543,-1.5293,426,79
p0072,swap,A,-0.5892,-1.7142,-1.3392,426,62
p0073,orig,A,-0.5170,-1.8920,-1.3920,356,74
p0073,swap,A,-0.7084,-1.5834,-1.2084,356,55
p0074,orig,A,-0.5170,-1.8920,-1.3920,366,72
p0074,swap,A,-0.5554,-1.5554,-1.5554,366,55
p0075,orig,A,-0.4669,-1.9669,-1.4669,358,72
p0075,swap,A,-0.6088,-1.4838,-1.4838,358,55
p0076,orig,A,-0.6700,-1.2950,-1.5450,631,110
p0076,swap,A,-0.7996,-1.1746,-1.4246,631,94
p0077,orig,A,-0.8415,-1.4665,-1.0915,441,83
p0077,swap,A,-0.8426,-1.4676,-1.0926,441,66
p0078,orig,A,-0.5890,-1.7140,-1.3390,517,91
p0078,swap,C,-0.9633,-1.7133,-0.8383,517,75
p0079,orig,A,-0.7006,-1.8256,-1.0756,523,88
p0079,swap,C,-1.2111,-1.9611,-0.5861,523,76
p0080,orig,A,-0.4959,-1.9959,-1.3709,494,74
p0080,swap,C,-1.0805,-2.3305,-0.5805,494,70
p0081,orig,A,-0.4958,-1.9958,-1.3708,410,78
p0081,swap,A,-0.4781,-1.6031,-1.7281,410,63
p0082,orig,A,-0.3286,-1.7036,-2.3286,437,84
p0082,swap,C,-0.9762,-2.6012,-0.6012,437,64
p0083,orig,A,-0.7057,-1.3307,-1.4557,312,64
p0083,swap,A,-0.7711,-1.3961,-1.2711,312,48
p0084,orig,A,-0.6785,-1.3035,-1.5535,322,69
p0084,swap,A,-0.8076,-1.4326,-1.1826,322,52
p0085,orig,A,-0.6415,-1.5165,-1.3915,351,66
p0085,swap,A,-0.5065,-1.5065,-1.7565,351,53
p0086,orig,A,-0.8465,-1.4715,-1.0965,334,70
p0086,swap,A,-0.8642,-1.6142,-0.9892,334,52
p0087,orig,A,-0.7356,-1.3606,-1.3606,321,73
p0087,swap,A,-0.7064,-1.3314,-1.4564,321,53
p0088,orig,A,-0.4803,-2.1053,-1.3553,293,61
p0088,swap,A,-0.4573,-1.8323,-1.5823,293,47
p0089,orig,A,-0.7023,-1.8273,-1.0773,309,64
p0089,swap,A,-0.6619,-1.7869,-1.1619,309,48
p0090,orig,A,-0.5336,-1.7836,-1.4086,374,74
p0090,swap,A,-0.3420,-2.2170,-1.7170,374,56
p0091,orig,A,-0.5559,-1.6809,-1.4309,316,64
p0091,swap,A,-0.6827,-2.3077,-0.9327,316,48
p0092,orig,A,-0.7660,-1.7660,-1.0160,353,72
p0092,swap,A,-0.4138,-2.7888,-1.2888,353,55
p0093,orig,A,-0.6376,-1.5126,-1.3876,397,74
p0093,swap,A,-0.2846,-2.5346,-1.7846,397,59
p0094,orig,A,-0.7327,-1.4827,-1.2327,643,106
p0094,swap,A,-0.7054,-1.5804,-1.2054,643,97
p0095,orig,C,-0.9016,-2.0266,-0.7766,511,77
p0095,swap,C,-1.0779,-1.8279,-0.7029,511,72
p0096,orig,A,-0.9074,-1.6574,-0.9074,563,94
p0096,swap,A,-0.9327,-1.5577,-0.9327,563,81
p0097,orig,A,-0.6113,-1.6113,-1.3613,635,108
p0097,swap,A,-0.7452,-1.6202,-1.1202,635,93
p0098,orig,A,-0.7060,-1.5810,-1.2060,757,128
p0098,swap,A,-0.6368,-1.3868,-1.5118,757,115
p0099,orig,C,-1.0394,-1.6644,-0.7894,625,119
p0099,swap,C,-1.1053,-1.2303,-0.9803,625,94
p0100,orig,A,-0.8635,-1.8635,-0.8635,732,128
p0100,swap,C,-1.3560,-2.1060,-0.4810,732,112
p0101,orig,A,-0.8139,-1.5639,-1.0639,677,117
p0101,swap,A,-0.9407,-1.1907,-1.1907,677,101
p0102,orig,A,-0.6107,-1.3607,-1.6107,749,129
p0102,swap,A,-0.5813,-1.5813,-1.4563,749,115
p0103,orig,A,-0.5166,-1.8916,-1.3916,276,140
p0103,swap,A,-0.3933,-1.8933,-1.7683,276,44
p0104,orig,A,-0.4383,-2.1883,-1.4383,262,157
p0104,swap,A,-0.4263,-2.0513,-1.5513,262,42
p0105,orig,A,-0.3596,-1.7346,-2.1096,335,65
p0105,swap,A,-0.4144,-1.6644,-1.9144,335,52
p0106,orig,A,-0.6384,-2.8884,-0.8884,257,56
p0106,swap,A,-0.6384,-2.8884,-0.8884,257,42
p0107,orig,A,-0.4426,-1.9426,-1.5676,270,55
p0107,swap,A,-0.3694,-2.2444,-1.6194,270,43
p0108,orig,A,-0.5132,-1.2632,-2.1382,773,137
p0108,swap,A,-0.4201,-1.5451,-2.0451,773,122
p0109,orig,A,-0.6401,-1.5151,-1.3901,442,72
p0109,swap,A,-0.5580,-1.4330,-1.6830,442,64
p0110,orig,A,-0.4573,-1.5823,-1.8323,505,85
p0110,swap,A,-0.6825,-1.1825,-1.6825,505,72
p0111,orig,A,-0.4199,-1.4199,-2.2949,773,121
p0111,swap,A,-0.6051,-1.1051,-2.1051,773,122
p0112,orig,A,-0.5695,-1.6945,-1.4445,360,73
p0112,swap,A,-0.6326,-1.7576,-1.2576,360,55
p0113,orig,A,-0.5682,-1.6932,-1.4432,364,73
p0113,swap,A,-0.8292,-1.5792,-1.0792,364,55
p0114,orig,A,-0.5343,-1.6593,-1.5343,380,70
p0114,swap,A,-0.4199,-1.6699,-1.9199,380,57
p0115,orig,A,-0.4704,-1.9704,-1.4704,298,64
p0115,swap,A,-0.5209,-1.8959,-1.3959,298,47
p0116,orig,A,-0.5352,-2.0352,-1.2852,264,53
p0116,swap,A,-0.5189,-2.1439,-1.2689,264,42
p0117,orig,A,-0.5533,-1.9283,-1.3033,297,61
p0117,swap,A,-0.5008,-2.0008,-1.3758,297,47
p0118,orig,A,-0.6508,-1.9008,-1.1508,311,62
p0118,swap,A,-0.4730,-1.9730,-1.4730,311,48
p0119,orig,A,-0.5299,-2.4049,-1.1549,263,57
p0119,swap,A,-0.5299,-2.4049,-1.1549,263,42
p0120,orig,A,-0.3602,-2.1102,-1.7352,277,56
p0120,swap,A,-0.5338,-2.0338,-1.2838,277,44
p0121,orig,A,-0.2399,-1.8649,-2.8649,343,68
p0121,swap,A,-0.3427,-1.5927,-2.4677,343,53
p0122,orig,A,-0.2552,-1.7552,-3.0052,284,74
p0122,swap,A,-0.2548,-1.7548,-3.0048,284,44
p0123,orig,A,-0.3511,-1.4761,-2.7261,397,65
p0123,swap,A,-0.3508,-1.4758,-2.7258,397,59
p0124,orig,A,-0.3428,-1.5928,-2.4678,315,62
p0124,swap,A,-0.3306,-1.7056,-2.3306,315,48
p0125,orig,A,-0.2915,-1.6665,-2.7915,294,61
p0125,swap,A,-0.3088,-1.6838,-2.5588,294,47
p0126,orig,A,-0.4531,-1.3281,-2.3281,338,67
p0126,swap,A,-0.3806,-1.5056,-2.3806,338,53
p0127,orig,A,-0.3163,-1.5663,-2.8163,292,62
p0127,swap,A,-0.2999,-1.6749,-2.6749,292,46
p0128,orig,A,-0.7724,-1.5224,-1.1474,427,76
p0128,swap,A,-0.7645,-1.3895,-1.2645,427,69
p0129,orig,A,-0.1629,-2.0379,-3.9129,641,112
p0129,swap,A,-0.2204,-2.0954,-2.5954,641,97
p0130,orig,A,-0.4339,-1.8089,-1.6839,410,70
p0130,swap,A,-0.5838,-1.9588,-1.2088,410,61
p0131,orig,A,-0.5869,-1.7119,-1.3369,445,81
p0131,swap,A,-0.6658,-1.4158,-1.4158,445,65
p0132,orig,A,-0.5650,-1.8150,-1.3150,430,81
p0132,swap,A,-0.6369,-1.5119,-1.3869,430,63
p0133,orig,A,-1.0276,-1.0276,-1.2776,590,107
p0133,swap,A,-0.7506,-1.1256,-1.6256,590,90
p0134,orig,C,-1.2581,-1.3831,-0.8831,291,64
p0134,swap,A,-1.0756,-1.3256,-1.0756,291,46
p0135,orig,B,-1.2825,-1.0325,-1.0325,626,107
p0135,swap,A,-0.9937,-0.9937,-1.3687,626,93
p0136,orig,A,-0.7763,-1.5263,-1.1513,492,89
p0136,swap,C,-1.1621,-1.1621,-1.0371,492,70
p0137,orig,A,-0.9786,-1.4786,-0.9786,827,147
p0137,swap,C,-1.2389,-1.3639,-0.8639,827,132
p0138,orig,A,-0.5098,-1.5098,-1.7598,440,83
p0138,swap,A,-0.6420,-1.5170,-1.3920,440,64
p0139,orig,A,-0.6739,-1.7989,-1.1739,464,205
p0139,swap,C,-1.1816,-1.8066,-0.6816,464,68
p0140,orig,A,-0.8133,-1.3133,-1.3133,369,69
p0140,swap,A,-0.4655,-1.5905,-1.8405,369,56
p0141,orig,C,-1.0991,-1.4741,-0.8491,485,84
p0141,swap,A,-0.7682,-1.7682,-1.0182,485,69
p0142,orig,A,-0.6840,-1.1840,-1.6840,1257,309
p0142,swap,A,-0.7881,-0.7881,-2.4131,1257,219
p0143,orig,C,-0.8867,-2.1367,-0.7617,626,97
p0143,swap,A,-0.7274,-1.9774,-0.9774,626,93
p0144,orig,A,-0.6715,-1.2965,-1.5465,556,99
p0144,swap,A,-0.7753,-1.1503,-1.5253,556,80
p0145,orig,A,-0.6614,-1.1614,-1.7864,1249,239
p0145,swap,B,-0.8472,-0.7222,-2.4722,1249,217
p0146,orig,A,-0.6497,-1.0247,-2.1497,927,162
p0146,swap,A,-0.9451,-1.0701,-1.3201,927,148
p0147,orig,A,-0.8023,-0.8023,-2.3023,738,126
p0147,swap,A,-0.8421,-1.0921,-1.4671,738,114
p0148,orig,A,-0.5821,-1.2071,-1.9571,708,124
p0148,swap,A,-0.9087,-0.9087,-1.6587,708,111
p0149,orig,A,-0.6390,-1.3890,-1.5140,483,91
p0149,swap,A,-0.7145,-1.2145,-1.5895,483,70
p0150,orig,A,-0.6067,-1.1067,-2.1067,550,112
p0150,swap,A,-0.4322,-1.3072,-2.5572,550,80
p0151,orig,A,-0.6768,-1.3018,-1.5518,554,93
p0151,swap,A,-0.6642,-1.1642,-1.7892,554,79
p0152,orig,A,-0.6126,-1.4876,-1.4876,758,128
p0152,swap,A,-0.4846,-1.4846,-1.8596,758,116
p0153,orig,A,-0.5162,-1.1412,-2.5162,552,94
p0153,swap,A,-0.6500,-1.0250,-2.1500,552,79
p0154,orig,A,-0.6037,-1.2287,-1.8537,522,89
p0154,swap,A,-0.4824,-1.3574,-2.1074,522,76
p0155,orig,A,-0.6196,-1.4946,-1.4946,469,81
p0155,swap,A,-0.4837,-1.6087,-1.7337,469,69
p0156,orig,C,-1.0928,-1.5928,-0.8428,277,48
p0156,swap,A,-0.7498,-1.3748,-1.3748,277,43
p0157,orig,C,-1.1609,-1.2859,-0.9109,857,150
p0157,swap,A,-0.6136,-1.3636,-1.6136,857,137
p0158,orig,A,-0.7506,-1.6256,-1.1256,611,106
p0158,swap,A,-0.4881,-1.4881,-1.8631,611,91
p0159,orig,C,-1.3178,-1.5678,-0.6928,662,118
p0159,swap,B,-1.2003,-1.0753,-1.0753,662,99
p0160,orig,B,-1.1574,-1.0324,-1.1574,466,81
p0160,swap,A,-0.9098,-1.1598,-1.2848,466,68
p0161,orig,A,-0.8496,-1.0996,-1.4746,376,75
p0161,swap,A,-1.0034,-1.3784,-1.0034,376,56
p0162,orig,A,-0.8397,-0.9647,-1.7147,483,73
p0162,swap,A,-0.9672,-0.9672,-1.4672,483,70
p0163,orig,A,-0.8048,-1.4298,-1.1798,673,108
p0163,swap,A,-0.7335,-1.3585,-1.3585,673,102
p0164,orig,A,-0.8609,-0.9859,-1.6109,551,98
p0164,swap,A,-1.0701,-1.0701,-1.1951,551,79
p0165,orig,A,-0.9081,-0.9081,-1.6581,583,106
p0165,swap,A,-1.1053,-1.1053,-1.1053,583,88
p0166,orig,C,-1.0802,-1.3302,-0.9552,421,79
p0166,swap,A,-0.6411,-1.3911,-1.5161,421,62
p0167,orig,C,-0.9612,-1.8362,-0.8362,286,60
p0167,swap,C,-0.9612,-1.8362,-0.8362,286,44
p0168,orig,A,-0.4445,-1.5695,-1.9445,392,76
p0168,swap,A,-0.6456,-1.3956,-1.5206,392,59
p0169,orig,A,-0.6411,-1.3911,-1.5161,421,63
p0169,swap,C,-1.0802,-1.3302,-0.9552,421,62
p0170,orig,C,-1.8813,-1.8813,-0.3813,597,108
p0170,swap,C,-1.4962,-1.4962,-0.6212,597,90
p0171,orig,A,-0.5576,-1.0576,-2.5576,548,94
p0171,swap,A,-0.6841,-1.1841,-1.6841,548,79
p0172,orig,A,-0.9294,-1.0544,-1.4294,410,67
p0172,swap,B,-1.2015,-1.0765,-1.0765,410,61
p0173,orig,A,-0.8422,-0.9672,-1.7172,456,80
p0173,swap,A,-0.5677,-1.1927,-2.0677,456,69
p0174,orig,C,-1.3438,-2.2188,-0.4688,555,98
p0174,swap,C,-1.5083,-2.3833,-0.3833,555,80
p0175,orig,A,-0.8758,-1.1258,-1.3758,433,85
p0175,swap,A,-0.8899,-1.0149,-1.5149,433,64
p0176,orig,A,-0.7674,-1.2674,-1.3924,402,65
p0176,swap,A,-0.3818,-1.5068,-2.3818,402,61
p0177,orig,A,-0.8084,-1.5584,-1.1834,278,61
p0177,swap,A,-0.8781,-1.5031,-1.1281,278,44
p0178,orig,C,-1.0100,-1.8850,-0.7600,464,75
p0178,swap,A,-0.8499,-1.7249,-0.9749,464,68
p0179,orig,A,-0.9892,-1.2392,-1.1142,371,74
p0179,swap,A,-0.4368,-1.4368,-2.1868,371,56
p0180,orig,A,-0.9923,-1.3673,-0.9923,597,93
p0180,swap,C,-1.2072,-1.3322,-0.8322,597,90
p0181,orig,A,-0.5875,-1.3375,-1.7125,639,110
p0181,swap,A,-0.7061,-1.5811,-1.2061,639,94
p0182,orig,A,-0.5673,-1.8173,-1.3173,816,334
p0182,swap,A,-0.7678,-1.7678,-1.0178,816,128
p0183,orig,A,-0.6701,-1.5451,-1.2951,746,132
p0183,swap,A,-0.7295,-1.3545,-1.3545,746,115
p0184,orig,C,-1.0786,-2.3286,-0.5786,579,105
p0184,swap,A,-0.6379,-1.3879,-1.5129,579,88
p0185,orig,A,-1.0286,-1.2786,-1.0286,425,78
p0185,swap,A,-0.8436,-1.0936,-1.4686,425,63
p0186,orig,A,-0.6044,-1.2294,-1.8544,656,110
p0186,swap,A,-0.6496,-1.0246,-2.1496,656,98
p0187,orig,A,-0.5292,-1.5292,-1.6542,672,167
p0187,swap,A,-0.4863,-1.4863,-1.8613,672,98
p0188,orig,A,-0.7359,-1.3609,-1.3609,754,129
p0188,swap,A,-0.6394,-1.3894,-1.5144,754,115
p0189,orig,A,-0.7719,-1.1469,-1.5219,930,170
p0189,swap,A,-0.8848,-1.0098,-1.5098,930,150
p0190,orig,A,-0.6699,-1.2949,-1.5449,905,161
p0190,swap,A,-0.6378,-1.3878,-1.5128,905,147
p0191,orig,A,-0.4648,-1.4648,-1.9648,1424,413
p0191,swap,A,-0.4781,-1.6031,-1.7281,1424,253
p0192,orig,A,-0.6987,-1.4487,-1.3237,999,177
p0192,swap,A,-0.5281,-1.6531,-1.5281,999,161
p0193,orig,A,-0.5040,-1.5040,-1.7540,1518,330
p0193,swap,A,-0.6451,-1.6451,-1.2701,1518,279
p0194,orig,A,-0.3884,-1.3884,-2.6384,732,123
p0194,swap,A,-0.3009,-1.9259,-2.1759,732,113
p0195,orig,A,-0.4959,-1.3709,-1.9959,861,164
p0195,swap,A,-0.5308,-1.2808,-2.0308,861,137
p0196,orig,A,-0.2852,-1.7852,-2.5352,737,127
p0196,swap,A,-0.4311,-1.3061,-2.5561,737,114
p0197,orig,A,-0.4574,-1.5824,-1.8324,468,83
p0197,swap,A,-0.8016,-1.1766,-1.4266,468,68
p0198,orig,A,-0.9269,-1.1769,-1.3019,876,155
p0198,swap,A,-0.6391,-1.7641,-1.2641,876,139
p0199,orig,A,-0.9137,-1.2887,-1.1637,868,157
p0199,swap,A,-0.7416,-1.2416,-1.4916,868,137
p0200,orig,A,-0.6088,-1.4838,-1.4838,509,82
p0200,swap,A,-0.6468,-1.2718,-1.6468,509,71
p0201,orig,A,-0.7235,-1.7235,-1.0985,611,95
p0201,swap,A,-0.4803,-1.3553,-2.1053,611,92
p0202,orig,A,-0.5349,-1.4099,-1.7849,1159,215
p0202,swap,A,-0.4588,-1.5838,-1.8338,1159,200
p0203,orig,A,-0.7000,-1.4500,-1.3250,1023,187
p0203,swap,A,-0.5335,-1.6585,-1.5335,1023,164
p0204,orig,A,-0.7164,-1.2164,-1.5914,508,93
p0204,swap,A,-1.0691,-1.0691,-1.1941,508,71
p0205,orig,A,-0.7495,-1.6245,-1.1245,617,112
p0205,swap,A,-0.5563,-1.5563,-1.5563,617,92
p0206,orig,A,-0.8693,-1.2443,-1.2443,420,67
p0206,swap,A,-0.5074,-1.6324,-1.6324,420,62
p0207,orig,A,-0.6418,-1.5168,-1.3918,459,81
p0207,swap,A,-0.5094,-1.6344,-1.6344,459,67
p0208,orig,A,-0.7396,-1.4896,-1.2396,924,161
p0208,swap,A,-0.9300,-1.3050,-1.1800,924,148
p0209,orig,A,-0.9203,-1.4203,-1.0453,911,159
p0209,swap,A,-0.7682,-1.3932,-1.2682,911,146
p0210,orig,A,-0.5486,-1.2986,-1.9236,714,128
p0210,swap,A,-0.6019,-1.2269,-1.8519,714,111
p0211,orig,A,-0.6419,-1.1419,-1.8919,648,116
p0211,swap,A,-0.6409,-1.1409,-1.8909,648,97
p0212,orig,A,-0.7568,-1.1318,-1.6318,345,71
p0212,swap,B,-1.0274,-0.9024,-1.5274,345,53
p0213,orig,A,-0.5858,-1.2108,-1.9608,556,89
p0213,swap,A,-0.7922,-1.0422,-1.6672,556,80
p0214,orig,A,-0.5436,-2.0436,-1.2936,988,172
p0214,swap,A,-0.8907,-1.8907,-0.8907,988,159
p0215,orig,A,-0.9119,-1.2869,-1.1619,557,95
p0215,swap,A,-0.7989,-1.2989,-1.2989,557,80
p0216,orig,A,-0.7516,-1.6266,-1.1266,690,116
p0216,swap,A,-0.5592,-1.6842,-1.4342,690,102
p0217,orig,A,-0.2855,-2.1605,-2.0355,416,76
p0217,swap,A,-0.1948,-2.3198,-2.5698,416,61
p0218,orig,A,-0.3028,-1.9278,-2.1778,416,61
p0218,swap,A,-0.3028,-1.9278,-2.1778,416,61
p0219,orig,A,-0.1400,-2.2650,-3.6400,549,93
p0219,swap,A,-0.1705,-2.1705,-3.1705,549,80
p0220,orig,A,-0.2219,-2.0969,-2.5969,416,61
p0220,swap,A,-0.2442,-2.1192,-2.3692,416,61
p0221,orig,A,-0.2886,-2.2886,-1.9136,450,84
p0221,swap,A,-0.2853,-2.1603,-2.0353,450,68
p0222,orig,A,-0.3535,-1.9785,-1.8535,457,86
p0222,swap,A,-0.3535,-1.9785,-1.8535,457,67
p0223,orig,A,-0.5774,-1.0774,-2.3274,1392,267
p0223,swap,A,-0.3200,-1.8200,-2.1950,1392,246
